Tahun,Bulan,Tanggal,Suhu_C,Curah_Hujan_Mm,Kelembapan,Dosis_Pupuk (Kg),Umur_Tanaman,Luas_Lahan,Hasil_Panen_Kg,Lokasi,Area_M,Pelepah_Terkena_Penyakit (Kg),Pelepah Terkena Luka Goresan (Kg)
2023,3,3,21,22.7,34,500,7,1.4,100,Kemang,1400,4,3
2023,3,4,20.1,7.7,34,500,5,1.4,100,Kemang,1400,2,1
2023,3,5,20,16.3,34,500,9,1.4,150,Kemang,1400,4,5
2023,3,6,21.7,10.3,34,500,5,1.4,200,Kemang,1400,4,5
2023,3,7,21.5,10.3,34,500,7,1.4,200,Kemang,1400,4,7
2023,3,8,20.5,10.3,34,500,9,1.4,100,Kemang,1400,7,6
2023,3,9,21.6,10.3,34,500,5,1.4,100,Kemang,1400,3,6
2023,3,10,21.3,45.5,34,500,7,1.4,100,Kemang,1400,5,5
2023,3,11,21,10.8,34,500,5,1.4,100,Kemang,1400,2,4
2023,3,12,21,0.4,34,500,9,1.4,100,Kemang,1400,7,2
2023,3,13,21.3,16.4,34,500,7,1.4,100,Kemang,1400,6,4
2023,3,14,21.2,16.4,34,500,9,1.4,100,Kemang,1400,5,7
2023,3,15,20.6,3.1,34,500,7,1.4,100,Kemang,1400,4,5
2023,3,16,21.9,3.1,34,500,9,1.4,100,Kemang,1400,7,2
2023,3,17,21,3.1,34,500,7,1.4,100,Kemang,1400,2,2
2023,3,18,21.7,15.4,34,500,5,1.4,200,Kemang,1400,6,2
2023,3,19,22.1,8.5,34,500,9,1.4,250,Kemang,1400,7,3
2023,3,20,21.4,1.6,34,500,7,1.4,200,Kemang,1400,6,3
2023,3,21,22.1,37.5,34,500,5,1.4,100,Kemang,1400,7,3
2023,3,22,22.2,2,34,500,7,1.4,150,Kemang,1400,5,2
2023,3,23,23.2,16.8,34,500,9,1.4,100,Kemang,1400,3,3
2023,3,24,21.7,1.5,34,500,7,1.4,250,Kemang,1400,3,1
2023,3,25,21.4,2.5,34,500,9,1.4,100,Kemang,1400,7,4
2023,3,26,21.7,3.9,34,500,5,1.4,200,Kemang,1400,3,7
2023,3,27,21.3,23.7,34,500,7,1.4,200,Kemang,1400,6,3
2023,3,28,22.2,2,34,500,5,1.4,200,Kemang,1400,4,2
2023,3,29,21.4,2,34,500,9,1.4,200,Kemang,1400,7,3
2023,3,30,21.8,16.8,34,500,5,1.4,200,Kemang,1400,5,4
2023,3,31,21.8,16.8,34,500,9,1.4,50,Kemang,1400,3,3
2023,4,1,21.7,23.8,34,0,7,1.4,100,Kemang,1400,2,3
2023,4,2,22.2,4.5,34,0,5,1.4,100,Kemang,1400,3,1
2023,4,3,21.6,4.5,34,0,9,1.4,100,Kemang,1400,3,5
2023,4,4,21.8,4.5,34,0,7,1.4,100,Kemang,1400,6,5
2023,4,5,22.1,1,37,0,5,1.4,100,Kemang,1400,2,7
2023,4,6,21.4,1,34,0,9,1.4,100,Kemang,1400,5,6
2023,4,7,22.2,1,34,0,7,1.4,100,Kemang,1400,5,6
2023,4,8,21.7,1,34,0,5,1.4,100,Kemang,1400,2,5
2023,4,9,21.5,2.8,34,0,9,1.4,100,Kemang,1400,4,4
2023,4,10,22,25.5,34,0,7,1.4,100,Kemang,1400,4,2
2023,4,11,22.5,1,34,0,5,1.4,100,Kemang,1400,6,4
2023,4,12,22,1,34,0,9,1.4,100,Kemang,1400,2,7
2023,4,13,22.2,2,34,0,7,1.4,100,Kemang,1400,5,5
2023,4,14,21.6,2,34,0,5,1.4,100,Kemang,1400,5,2
2023,4,15,22.4,5.3,34,0,9,1.4,100,Kemang,1400,6,2
2023,4,16,22.4,1.2,34,0,7,1.4,100,Kemang,1400,5,2
2023,4,17,23,1.2,34,0,5,1.4,100,Kemang,1400,4,3
2023,4,18,22.6,4,34,0,9,1.4,100,Kemang,1400,6,3
2023,4,19,22,6.4,34,0,7,1.4,100,Kemang,1400,2,3
2023,4,20,21.7,11.7,34,0,5,1.4,100,Kemang,1400,5,2
2023,4,23,21.7,9.7,34,0,5,1.4,100,Kemang,1400,3,4
2023,4,24,21.7,16.9,34,0,9,1.4,100,Kemang,1400,1,7
2023,4,25,21.5,11.4,34,0,7,1.4,100,Kemang,1400,2,3
2023,4,26,21.5,7,34,0,9,1.4,100,Kemang,1400,0,1
2023,4,27,22.2,7,34,0,7,1.4,100,Kemang,1400,6,5
2023,4,28,22.3,23.5,34,0,5,1.4,100,Kemang,1400,3,3
2023,4,29,22.2,14.2,34,0,9,1.4,100,Kemang,1400,1,3
2023,4,30,22.5,14.2,34,0,7,1.4,100,Kemang,1400,7,3
2023,5,1,22.1,61.9,34,0,5,1.4,100,Kemang,1400,1,1
2023,5,2,22.5,5.4,34,0,9,1.4,100,Kemang,1400,5,5
2023,5,3,22.2,1,34,0,7,1.4,100,Kemang,1400,3,5
2023,5,4,21.3,86.4,34,0,5,1.4,100,Kemang,1400,3,7
2023,5,5,22.1,10.4,37,0,9,1.4,100,Kemang,1400,1,6
2023,5,6,21.5,18.5,34,0,5,1.4,100,Kemang,1400,2,6
2023,5,7,21.5,1.6,34,0,7,1.4,100,Kemang,1400,6,5
2023,5,8,21.9,3.3,34,0,9,1.4,100,Kemang,1400,2,4
2023,5,9,22.7,25.6,34,0,5,1.4,100,Kemang,1400,4,2
2023,5,10,23,25.6,34,0,7,1.4,100,Kemang,1400,2,4
2023,5,11,23.2,25.6,34,0,5,1.4,100,Kemang,1400,5,7
2023,5,12,24.3,25.6,34,0,9,1.4,100,Kemang,1400,3,5
2023,5,13,22.5,25.6,34,0,5,1.4,100,Kemang,1400,2,2
2023,5,14,22.6,31.9,34,0,7,1.4,100,Kemang,1400,7,2
2023,5,15,22.2,31.9,34,0,9,1.4,100,Kemang,1400,1,2
2023,5,16,22.1,31.9,34,0,7,1.4,100,Kemang,1400,6,3
2023,5,17,22.2,31.9,34,0,5,1.4,100,Kemang,1400,3,3
2023,5,18,21.6,31.9,34,0,9,1.4,100,Kemang,1400,6,3
2023,5,19,22.1,31.9,34,0,7,1.4,100,Kemang,1400,3,2
2023,5,20,22.4,31.9,34,0,5,1.4,100,Kemang,1400,4,3
2023,5,21,22,31.9,34,0,9,1.4,100,Kemang,1400,1,1
2023,5,22,22,10.1,34,0,7,1.4,100,Kemang,1400,5,4
2023,5,23,22.5,6,34,0,5,1.4,100,Kemang,1400,3,7
2023,5,24,22.1,6,34,0,9,1.4,100,Kemang,1400,1,3
2023,5,25,22.4,6,34,0,7,1.4,100,Kemang,1400,3,2
2023,5,26,22.6,21.5,34,0,5,1.4,100,Kemang,1400,4,3
2023,5,27,21.6,21.5,34,0,9,1.4,100,Kemang,1400,1,4
2023,5,28,21.9,2.3,34,0,5,1.4,100,Kemang,1400,6,3
2023,5,29,22,2.5,34,0,7,1.4,100,Kemang,1400,4,2
2023,5,30,22.4,12,34,0,5,1.4,100,Kemang,1400,3,3
2023,5,31,22.2,12,34,0,9,1.4,100,Kemang,1400,1,2
2023,6,1,22.1,61.9,34,500,5,1.4,100,Kemang,1400,3,5
2023,6,2,22.5,5.4,34,500,9,1.4,100,Kemang,1400,5,3
2023,6,3,22.2,1,34,500,7,1.4,100,Kemang,1400,1,3
2023,6,4,21.3,86.4,34,500,5,1.4,100,Kemang,1400,1,3
2023,6,5,22.1,10.4,37,500,9,1.4,100,Kemang,1400,3,1
2023,6,6,21.5,18.5,34,500,7,1.4,100,Kemang,1400,4,5
2023,6,7,21.5,1.6,34,500,5,1.4,100,Kemang,1400,4,5
2023,6,8,21.9,3.3,34,500,9,1.4,100,Kemang,1400,3,7
2023,6,9,22.7,25.6,34,500,7,1.4,100,Kemang,1400,3,6
2023,6,10,23,25.6,34,500,5,1.4,100,Kemang,1400,7,6
2023,6,11,23.2,25.6,34,500,9,1.4,100,Kemang,1400,4,5
2023,6,12,24.3,25.6,34,500,7,1.4,100,Kemang,1400,6,4
2023,6,13,22.5,25.6,34,500,9,1.4,100,Kemang,1400,6,2
2023,6,14,22.6,31.9,34,500,5,1.4,100,Kemang,1400,2,4
2023,6,15,22.2,31.9,34,500,9,1.4,100,Kemang,1400,5,7
2023,6,16,22.1,31.9,34,500,5,1.4,100,Kemang,1400,7,5
2023,6,17,22.2,31.9,34,500,9,1.4,100,Kemang,1400,7,2
2023,6,18,21.6,31.9,34,500,7,1.4,100,Kemang,1400,7,2
2023,6,19,22.1,31.9,34,500,5,1.4,100,Kemang,1400,5,2
2023,6,20,22.4,31.9,34,500,9,1.4,100,Kemang,1400,2,3
2023,6,21,22,31.9,34,500,7,1.4,100,Kemang,1400,7,3
2023,6,22,22,10.1,34,500,5,1.4,100,Kemang,1400,1,3
2023,6,23,22.5,6,34,500,9,1.4,100,Kemang,1400,7,2
2023,6,24,22.1,6,34,500,7,1.4,100,Kemang,1400,2,3
2023,6,25,22.4,6,34,500,5,1.4,100,Kemang,1400,3,1
2023,6,26,22.6,21.5,34,500,9,1.4,100,Kemang,1400,4,4
2023,6,31,22.2,12,34,500,5,1.4,100,Kemang,1400,3,3
2023,7,1,22.3,5.4,34,0,9,1.4,100,Kemang,1400,3,5
2023,7,2,22.3,5.4,34,0,5,1.4,100,Kemang,1400,5,3
2023,7,3,22.2,5.4,34,0,7,1.4,100,Kemang,1400,1,3
2023,7,4,21.3,5.4,34,0,9,1.4,100,Kemang,1400,1,3
2023,7,5,21.8,4,37,0,5,1.4,100,Kemang,1400,3,1
2023,7,6,21.2,4.5,34,0,7,1.4,100,Kemang,1400,4,5
2023,7,7,20.5,4.5,34,0,9,1.4,100,Kemang,1400,4,5
2023,7,8,20.5,16.4,34,0,7,1.4,100,Kemang,1400,3,7
2023,7,9,21.4,13.2,34,0,5,1.4,100,Kemang,1400,3,6
2023,7,10,23,13.2,34,0,9,1.4,100,Kemang,1400,7,6
2023,7,11,21.8,13.2,34,0,7,1.4,50,Kemang,1400,4,5
2023,7,12,21.7,13.2,34,0,5,1.4,100,Kemang,1400,6,4
2023,7,13,21.4,13.2,34,0,9,1.4,100,Kemang,1400,6,2
2023,7,14,20.4,13.2,34,0,5,1.4,100,Kemang,1400,2,4
2023,7,15,21.6,4,34,0,7,1.4,100,Kemang,1400,5,7
2023,7,16,21.1,4,34,0,5,1.4,100,Kemang,1400,7,5
2023,7,17,21.6,4,34,0,9,1.4,100,Kemang,1400,7,2
2023,7,18,22.5,4,34,0,7,1.4,100,Kemang,1400,7,2
2023,7,19,21,4,34,0,5,1.4,100,Kemang,1400,5,2
2023,7,20,21.1,4,34,0,9,1.4,100,Kemang,1400,2,3
2023,7,21,21.8,4,34,0,7,1.4,100,Kemang,1400,7,3
2023,7,22,21.8,4,34,0,5,1.4,150,Kemang,1400,1,3
2023,7,23,21.3,4,34,0,5,1.4,100,Kemang,1400,7,2
2023,7,24,21.4,4,34,0,9,1.4,100,Kemang,1400,2,3
2023,7,25,21.1,4,34,0,7,1.4,100,Kemang,1400,3,1
2023,7,26,20.9,4.7,34,0,9,1.4,100,Kemang,1400,4,4
2023,7,27,21.5,4.5,34,0,7,1.4,100,Kemang,1400,5,7
2023,7,28,21.4,4.5,34,0,5,1.4,100,Kemang,1400,6,3
2023,7,29,21.2,4.5,34,0,9,1.4,100,Kemang,1400,4,2
2023,7,30,21,4.5,34,0,7,1.4,100,Kemang,1400,3,3
2023,7,31,21.3,4.5,34,0,9,1.4,160,Kemang,1400,3,3
2023,8,1,23.2,4,34,0,5,1.4,100,Kemang,1400,3,5
2023,8,2,21.7,4,34,0,7,1.4,100,Kemang,1400,5,3
2023,8,3,21.9,4,34,0,9,1.4,100,Kemang,1400,1,3
2023,8,4,22.5,2.4,34,0,5,1.4,100,Kemang,1400,1,3
2023,8,5,22,2.4,37,0,9,1.4,100,Kemang,1400,3,1
2023,8,6,21.3,2.4,34,0,7,1.4,100,Kemang,1400,4,5
2023,8,7,21.6,2.4,34,0,5,1.4,100,Kemang,1400,4,5
2023,8,8,21.8,6,34,0,9,1.4,100,Kemang,1400,3,7
2023,8,9,21.7,6,34,0,7,1.4,100,Kemang,1400,3,6
2023,8,10,20.7,6,34,0,5,1.4,100,Kemang,1400,7,6
2023,8,11,21.6,6,34,0,9,1.4,100,Kemang,1400,4,5
2023,8,12,21.2,6,34,100,7,1.4,100,Kemang,1400,6,4
2023,8,13,20.6,6,34,100,9,1.4,100,Kemang,1400,6,2
2023,8,14,21.2,6,34,100,5,1.4,100,Kemang,1400,2,4
2023,8,15,21.6,6,34,100,9,1.4,100,Kemang,1400,5,7
2023,8,16,22.1,6,34,100,5,1.4,100,Kemang,1400,7,5
2023,8,19,21.1,4.3,34,100,5,1.4,100,Kemang,1400,5,2
2023,8,20,21.6,4.3,34,100,9,1.4,100,Kemang,1400,2,3
2023,8,21,21.5,4.3,34,100,7,1.4,100,Kemang,1400,7,3
2023,8,22,20.7,4.3,34,100,5,1.4,100,Kemang,1400,1,3
2023,8,23,21.4,4.3,34,100,9,1.4,100,Kemang,1400,7,2
2023,8,24,21.7,4.3,34,100,7,1.4,100,Kemang,1400,2,3
2023,8,25,22.3,4.3,34,100,5,1.4,100,Kemang,1400,3,1
2023,8,26,21.5,2,34,100,9,1.4,150,Kemang,1400,4,4
2023,8,27,21,2,34,100,7,1.4,200,Kemang,1400,5,7
2023,8,28,20.8,2.4,34,100,5,1.4,250,Kemang,1400,6,3
2023,8,29,20.8,2.4,34,100,9,1.4,100,Kemang,1400,4,2
2023,8,30,21.6,2.4,34,100,7,1.4,100,Kemang,1400,3,3
2023,8,31,21.9,2.4,34,100,5,1.4,100,Kemang,1400,3,3
2023,9,1,21.5,3,34,0,9,1.4,100,Kemang,1400,3,5
2023,9,2,21.3,3,34,0,5,1.4,100,Kemang,1400,5,3
2023,9,3,21.2,3,34,0,7,1.4,150,Kemang,1400,1,3
2023,9,4,20.7,3,34,0,9,1.4,200,Kemang,1400,1,3
2023,9,5,21.6,3,37,0,5,1.4,100,Kemang,1400,3,1
2023,9,6,21.7,3,34,0,7,1.4,100,Kemang,1400,4,5
2023,9,7,22.3,3,34,0,9,1.4,100,Kemang,1400,4,5
2023,9,8,21.9,3,34,0,7,1.4,100,Kemang,1400,3,7
2023,9,9,21.6,3,34,0,5,1.4,100,Kemang,1400,3,6
2023,9,10,20.9,1,34,0,9,1.4,100,Kemang,1400,7,6
2023,9,11,21.5,1,34,0,7,1.4,200,Kemang,1400,4,5
2023,9,12,22.7,1,34,0,5,1.4,100,Kemang,1400,6,4
2023,9,13,21.4,1,34,0,9,1.4,100,Kemang,1400,6,2
2023,9,14,20.8,1,34,0,5,1.4,100,Kemang,1400,2,4
2023,9,15,21.9,1,34,0,7,1.4,200,Kemang,1400,5,7
2023,9,16,21.8,7,34,0,5,1.4,100,Kemang,1400,7,5
2023,9,17,21.4,7,34,0,9,1.4,100,Kemang,1400,7,2
2023,9,18,22.9,5,34,0,7,1.4,100,Kemang,1400,7,2
2023,9,19,21.7,1.6,34,0,5,1.4,100,Kemang,1400,5,2
2023,9,20,21.9,1,34,0,9,1.4,100,Kemang,1400,2,3
2023,9,21,22.5,1,34,0,7,1.4,100,Kemang,1400,7,3
2023,9,22,22,5,34,0,5,1.4,100,Kemang,1400,1,3
2023,9,23,21.2,5,34,0,5,1.4,100,Kemang,1400,7,2
2023,9,24,21.6,5,34,0,9,1.4,100,Kemang,1400,2,3
2023,9,25,23,5,34,0,7,1.4,100,Kemang,1400,3,1
2023,9,26,22.2,5,34,0,9,1.4,100,Kemang,1400,4,4
2023,9,27,23.1,5,34,0,7,1.4,100,Kemang,1400,5,7
2023,9,28,24.2,5,34,0,5,1.4,100,Kemang,1400,6,3
2023,9,29,24.7,12,34,40,9,1.4,100,Kemang,1400,4,2
2023,9,30,21.9,12,34,40,7,1.4,100,Kemang,1400,3,3
2023,10,1,22.2,12,34,40,9,1.4,100,Kemang,1400,3,3
2023,10,2,21.8,3.7,34,500,5,1.4,100,Kemang,1400,3,5
2023,10,3,21.2,1,34,500,7,1.4,100,Kemang,1400,5,3
2023,10,4,21.9,1,34,500,9,1.4,100,Kemang,1400,1,3
2023,10,5,22.5,1,34,500,5,1.4,100,Kemang,1400,1,3
2023,10,6,23,1,37,500,9,1.4,100,Kemang,1400,3,1
2023,10,7,22.2,4.7,34,500,7,1.4,100,Kemang,1400,4,5
2023,10,8,22.8,4.7,34,500,5,1.4,100,Kemang,1400,4,5
2023,10,9,22.9,4.7,34,500,9,1.4,100,Kemang,1400,3,7
2023,10,10,24.4,4.7,34,500,7,1.4,100,Kemang,1400,3,6
2023,10,11,23.2,2.2,34,500,5,1.4,100,Kemang,1400,7,6
2023,10,12,22.8,2.2,34,500,9,1.4,100,Kemang,1400,4,5
2023,10,13,23,5,34,500,7,1.4,100,Kemang,1400,6,4
2023,10,14,23.3,5,34,500,5,1.4,100,Kemang,1400,6,2
2023,10,15,22.4,5,34,500,9,1.4,100,Kemang,1400,2,4
2023,10,16,23.1,2.4,34,500,7,1.4,100,Kemang,1400,5,7
2023,10,17,24.3,2.4,34,500,5,1.4,100,Kemang,1400,7,5
2023,10,18,24.2,2.4,34,500,7,1.4,100,Kemang,1400,7,2
2023,10,19,23.8,2.4,34,500,9,1.4,100,Kemang,1400,7,2
2023,10,20,24.4,2.4,34,500,5,1.4,100,Kemang,1400,5,2
2023,10,21,22.4,2.4,34,500,7,1.4,100,Kemang,1400,2,3
2023,10,22,22.8,36,34,500,9,1.4,100,Kemang,1400,7,3
2023,10,23,23.1,7.6,34,500,7,1.4,200,Kemang,1400,1,3
2023,10,24,29.6,7.6,34,500,5,1.4,200,Kemang,1400,7,2
2023,10,25,22.6,7.6,34,500,9,1.4,100,Kemang,1400,2,3
2023,10,26,21.9,14.8,34,500,7,1.4,100,Kemang,1400,3,1
2023,10,27,23.1,6,34,500,9,1.4,100,Kemang,1400,4,4
2023,10,28,23.4,6,34,500,5,1.4,100,Kemang,1400,5,7
2023,10,29,23.3,6,34,500,7,1.4,150,Kemang,1400,6,3
2023,10,30,23.9,6,34,500,9,1.4,100,Kemang,1400,4,2
2023,10,31,23.2,6,34,500,5,1.4,100,Kemang,1400,3,3
2023,11,1,22.9,6,34,0,9,1.4,100,Kemang,1400,3,3
2023,11,2,22.7,7.8,34,0,7,1.4,100,Kemang,1400,3,5
2023,11,3,22.4,7.8,34,0,5,1.4,100,Kemang,1400,5,3
2023,11,4,22.6,2.3,34,0,9,1.4,100,Kemang,1400,1,3
2023,11,5,22.1,24.5,34,0,7,1.4,100,Kemang,1400,1,3
2023,11,6,21.8,46.8,37,0,5,1.4,150,Kemang,1400,3,1
2023,11,7,23.1,3.9,34,0,9,1.4,200,Kemang,1400,4,5
2023,11,8,23.3,3.9,34,0,7,1.4,100,Kemang,1400,4,5
2023,11,9,23.2,3.9,34,0,5,1.4,100,Kemang,1400,3,7
2023,11,10,23.1,3.9,34,0,9,1.4,100,Kemang,1400,3,6
2023,11,11,23.1,3.9,34,0,7,1.4,100,Kemang,1400,7,6
2023,11,12,22.7,3,34,0,5,1.4,100,Kemang,1400,4,5
2023,11,13,21.7,4,34,0,9,1.4,100,Kemang,1400,6,4
2023,11,14,23.1,4,34,0,5,1.4,100,Kemang,1400,6,2
2023,11,15,22.2,2,34,0,7,1.4,100,Kemang,1400,2,4
2023,11,16,22.4,40.9,34,0,9,1.4,100,Kemang,1400,5,7
2023,11,17,22.2,0.4,34,0,7,1.4,100,Kemang,1400,7,5
2023,11,18,22.8,41.5,34,0,5,1.4,200,Kemang,1400,7,2
2023,11,20,23.3,2,34,0,9,1.4,200,Kemang,1400,5,2
2023,11,21,23.2,2,34,0,7,1.4,200,Kemang,1400,2,3
2023,11,22,22.8,4,34,0,9,1.4,200,Kemang,1400,7,3
2023,11,23,22.7,8.4,34,0,5,1.4,200,Kemang,1400,1,3
2023,11,24,22.2,44,34,0,7,1.4,300,Kemang,1400,7,2
2023,11,25,21.9,44,34,0,9,1.4,300,Kemang,1400,2,3
2023,11,26,20.6,24.7,34,0,5,1.4,200,Kemang,1400,3,1
2023,11,27,22.1,24.7,34,0,9,1.4,200,Kemang,1400,4,4
2023,11,28,21.6,24.7,34,0,7,1.4,200,Kemang,1400,5,7
2023,11,29,21.1,24.7,34,0,5,1.4,200,Kemang,1400,6,3
2023,11,30,22.8,26.2,34,0,9,1.4,200,Kemang,1400,4,2
2023,11,31,22.1,65.6,34,0,7,1.4,200,Kemang,1400,3,3
2023,12,1,22.2,12,34,0,5,1.4,200,Kemang,1400,3,3
2023,12,2,20.9,28.9,34,0,9,1.4,250,Kemang,1400,3,5
2023,12,3,22.3,5,34,0,7,1.4,300,Kemang,1400,5,3
2023,12,4,21.7,6,34,0,5,1.4,250,Kemang,1400,1,3
2023,12,5,20.3,32.6,34,0,9,1.4,300,Kemang,1400,1,3
2023,12,6,22,6.7,37,0,5,1.4,200,Kemang,1400,3,1
2023,12,7,22.3,7.6,34,0,7,1.4,200,Kemang,1400,4,5
2023,12,8,23.4,3,34,0,9,1.4,200,Kemang,1400,4,5
2023,12,9,22.5,3,34,0,7,1.4,200,Kemang,1400,3,7
2023,12,10,22.2,4.6,34,0,5,1.4,200,Kemang,1400,3,6
2023,12,11,22.8,3,34,0,9,1.4,200,Kemang,1400,7,6
2023,12,12,22.7,3,34,0,7,1.4,200,Kemang,1400,4,5
2023,12,13,22.8,3,34,0,9,1.4,200,Kemang,1400,6,4
2023,12,14,23,3,34,0,7,1.4,200,Kemang,1400,6,2
2023,12,15,23.1,3,34,0,5,1.4,200,Kemang,1400,2,4
2023,12,16,22.6,3,34,0,7,1.4,200,Kemang,1400,5,7
2023,12,17,22.9,2,34,0,9,1.4,200,Kemang,1400,7,5
2023,12,18,22.9,2,34,0,7,1.4,200,Kemang,1400,7,2
2023,12,19,22.3,2,34,0,5,1.4,100,Kemang,1400,7,2
2023,12,20,21.8,2,34,0,9,1.4,150,Kemang,1400,5,2
2023,12,21,22.3,2.6,34,0,7,1.4,200,Kemang,1400,2,3
2023,12,22,22.8,2.6,34,0,5,1.4,100,Kemang,1400,7,3
2023,12,23,22.9,2.6,34,0,9,1.4,100,Kemang,1400,1,3
2023,12,24,23.3,2.6,34,0,7,1.4,150,Kemang,1400,7,2
2023,12,26,22,18.5,34,0,9,1.4,150,Kemang,1400,3,1
2023,12,27,21.8,2.2,34,0,7,1.4,150,Kemang,1400,4,4
2023,12,28,22.2,9.2,34,0,5,1.4,200,Kemang,1400,5,7
2023,12,29,22.6,29.7,34,0,9,1.4,150,Kemang,1400,6,3
2023,12,30,22.8,8.3,34,0,7,1.4,150,Kemang,1400,4,2
2024,1,2,20.2,1.6,34,0,5,1.4,100,Kemang,1400,5,3
2024,1,3,19.5,4.1,34,0,9,1.4,100,Kemang,1400,1,3
2024,1,4,20.4,10.8,34,0,7,1.4,100,Kemang,1400,1,3
2024,1,5,21.3,10.8,37,0,5,1.4,100,Kemang,1400,3,1
2024,1,6,22.4,7.8,34,0,9,1.4,150,Kemang,1400,4,5
2024,1,7,22.2,7.8,34,0,7,1.4,100,Kemang,1400,4,5
2024,1,8,21.2,0.7,34,0,5,1.4,100,Kemang,1400,3,7
2024,1,9,21.6,5.5,34,0,9,1.4,100,Kemang,1400,3,6
2024,1,10,22.4,1.5,34,0,7,1.4,150,Kemang,1400,7,6
2024,1,11,21.9,1.5,34,0,5,1.4,100,Kemang,1400,4,5
2024,1,12,22,3.9,34,0,9,1.4,100,Kemang,1400,6,4
2024,1,13,21.3,3.9,34,0,5,1.4,100,Kemang,1400,6,2
2024,1,14,21.5,3.9,34,0,7,1.4,100,Kemang,1400,2,4
2024,1,15,21.8,3.9,34,0,9,1.4,100,Kemang,1400,5,7
2024,1,16,21.2,1.6,34,0,7,1.4,100,Kemang,1400,7,5
2024,1,17,20.9,2,34,0,5,1.4,100,Kemang,1400,7,2
2024,1,18,20.9,3.2,34,0,9,1.4,100,Kemang,1400,7,2
2024,1,19,20.6,3.2,34,0,7,1.4,75,Kemang,1400,5,2
2024,1,20,20.9,3.2,34,0,9,1.4,100,Kemang,1400,2,3
2024,1,21,21.3,0.1,34,0,5,1.4,100,Kemang,1400,7,3
2024,1,22,22.1,0.1,34,0,7,1.4,100,Kemang,1400,1,3
2024,1,23,21.7,1.2,34,0,9,1.4,100,Kemang,1400,7,2
2024,1,24,20.9,3,34,0,5,1.4,100,Kemang,1400,2,3
2024,1,25,19.5,6.8,34,0,9,1.4,50,Kemang,1400,3,1
2024,1,26,20.2,17.3,34,0,7,1.4,100,Kemang,1400,4,4
2024,1,27,20.8,1,34,0,5,1.4,75,Kemang,1400,5,7
2024,1,28,20,14,34,0,9,1.4,100,Kemang,1400,6,3
2024,1,29,20.2,39.1,34,0,7,1.4,50,Kemang,1400,4,2
2024,1,30,21,3.4,34,0,5,1.4,50,Kemang,1400,3,3
2024,1,31,21.2,3.4,34,0,9,1.4,50,Kemang,1400,5,4
2024,2,1,20.9,10.4,34,500,7,1.4,50,Kemang,1400,5,3
2024,2,2,21,1.1,34,500,5,1.4,50,Kemang,1400,3,3
2024,2,3,20.7,4.9,34,500,9,1.4,50,Kemang,1400,3,1
2024,2,4,20.6,4.9,34,500,5,1.4,50,Kemang,1400,7,5
2024,2,5,21.6,4.9,37,500,7,1.4,50,Kemang,1400,5,5
2024,2,6,21.7,4.9,34,500,9,1.4,50,Kemang,1400,3,7
2024,2,7,21.6,1.3,34,500,7,1.4,50,Kemang,1400,2,6
2024,2,8,21.5,0.6,34,500,5,1.4,50,Kemang,1400,1,6
2024,2,9,20.4,0.6,34,500,9,1.4,50,Kemang,1400,5,5
2024,2,10,20.9,6.3,34,500,7,1.4,75,Kemang,1400,3,4
2024,2,11,19.9,10.4,34,500,9,1.4,100,Kemang,1400,3,2
2024,2,12,19,84.6,34,500,7,1.4,100,Kemang,1400,1,4
2024,2,13,20.9,30.8,34,500,5,1.4,100,Kemang,1400,1,7
2024,2,14,21.1,19.5,34,500,7,1.4,75,Kemang,1400,4,5
2024,2,15,21.2,13.5,34,500,9,1.4,100,Kemang,1400,3,2
2024,2,16,19.9,25.8,34,500,7,1.4,100,Kemang,1400,4,2
2024,2,17,20.3,5.6,34,500,5,1.4,100,Kemang,1400,7,2
2024,2,18,20.7,13,34,500,9,1.4,75,Kemang,1400,3,3
2024,2,19,20.4,23,34,500,7,1.4,50,Kemang,1400,5,3
2024,2,20,22,9,34,500,5,1.4,50,Kemang,1400,4,3
2024,2,21,20.7,9,34,500,9,1.4,50,Kemang,1400,3,2
2024,2,22,19.6,7.3,34,500,7,1.4,50,Kemang,1400,3,3
2024,2,23,20.1,31.1,34,500,9,1.4,100,Kemang,1400,1,1
2024,2,24,19.8,59,34,500,7,1.4,100,Kemang,1400,6,4
2024,2,25,20.1,51,34,500,5,1.4,100,Kemang,1400,6,7
2024,2,26,19.8,36.2,34,500,9,1.4,100,Kemang,1400,3,3
2024,2,27,19.3,76.5,34,500,7,1.4,50,Kemang,1400,6,2
2024,2,28,19.6,26.5,34,500,5,1.4,50,Kemang,1400,0,3
2024,2,29,19.4,3.2,34,0,7,1.4,100,Kemang,1400,6,3
2024,3,1,18.8,25.7,34,0,9,1.4,100,Kemang,1400,2,3
2024,3,2,21,22.7,34,0,7,1.4,100,Kemang,1400,4,3
2024,3,3,20.1,7.7,34,0,5,1.4,100,Kemang,1400,2,1
2024,3,4,20,16.3,34,0,9,1.4,50,Kemang,1400,4,5
2024,3,5,21.7,10.3,34,0,7,1.4,100,Kemang,1400,4,5
2024,3,6,21.5,10.3,34,0,9,1.4,100,Kemang,1400,4,7
2024,3,7,20.5,10.3,34,0,5,1.4,100,Kemang,1400,1,6
2024,3,8,21.6,10.3,34,0,7,1.4,100,Kemang,1400,3,6
2024,3,9,21.3,45.5,34,0,9,1.4,50,Kemang,1400,5,5
